Component 00000000108283,00003-00006-108283,00002-00003-66810,2072781344-108283,274823750-108283,624349803-0108283,771183915-108283,1171037297-00108283,1670162712-108283,1878481771-0000108283
Component 00000000111757,00002-00002-00009-111757,00001-30576,1183289581-111757,108188230-111757,1180570526-0111757,1654223409-111757,587279223-00111757,1118032261-111757,426468787-0000111757
Component 00000000100524,00004-00004-00008-100524,00006-00004-96620,1767378763-100524,481153479-100524,1342411842-0100524,1662478252-100524,1651153731-00100524,158107247-100524,903326692-0000100524
Component 00000000010305,00001-00009-10305,00002-00001-00004-41357,1873137896-010305,540309659-010305,1354965069-0010305,581735988-010305,803426232-00010305,174408283-010305,493369764-0000010305
Component 00000000096990,00005-00010-96990,00003-00001-00001-121213,1293448747-096990,425596323-096990,1705227546-0096990,4795476-096990,49090302-00096990,438721688-096990,26221895-0000096990
Component 00000000114002,00002-00005-114002,00004-00003-00007-103344,1042171676-114002,2021161330-114002,852667337-0114002,1278529661-114002,678548685-00114002,789034834-114002,1652108901-0000114002
Component 00000000116531,00001-00002-00012-116531,00001-00012-50660,1341976136-116531,1468560845-116531,1595145554-0116531,2112625405-116531,1479701860-00116531,975591227-116531,1142675228-0000116531
Component 00000000076175,00001-00008-76175,00002-00006-00012-32577,54716933-076175,233610706-076175,412504479-0076175,1214872159-076175,320403294-00076175,51683449-076175,450091986-0000076175
Component 00000000103940,00004-00005-103940,00004-00004-68744,1166524391-103940,1471457510-103940,1776390629-0103940,1997136957-103940,472471362-00103940,770928574-103940,887299492-0000103940
Component 00000000122886,00001-00001-00010-122886,00004-00001-00011-105064,292142186-122886,1792740401-122886,1145854969-0122886,1130453439-122886,69913305-00122886,1453896155-122886,452966823-0000122886
Component 00000000054068,00003-00001-54068,00004-00007-74575,1045027774-054068,1357231701-054068,1669435628-0054068,80790881-054068,667254893-00054068,998430741-054068,1204354163-0000054068
Component 00000000057161,00001-00006-57161,1436259974,1705304662-057161,110255735-057161,662690455-0057161,581101171-057161,2113894865-00057161,304883811-057161,1203790407-0000057161
Component 00000000052640,00003-52640,00001-84735,670727439-052640,1036521040-052640,1402314641-0052640,158106088-052640,476621730-00052640,1048951111-052640,1310143554-0000052640
Component 00000000081098,00003-00003-00004-81098,00004-00005-00006-46884,556148669-081098,206089947-081098,2003514872-0081098,758169828-081098,360979791-00081098,933199189-081098,517686966-0000081098
Component 00000000103261,00001-00004-00002-103261,00003-00001-00009-49708,76873007-103261,24200493-103261,2119011626-0103261,1817223372-103261,2080585942-00103261,1843559629-103261,912013396-0000103261
Component 00000000021844,00004-00004-00004-21844,,1152482065-021844,200787954-021844,1396577490-0021844,1166216092-021844,1629719353-00021844,568321324-021844,795440198-0000021844
Component 00000000092080,00002-00001-92080,00004-00006-00011-107274,1006762131-092080,630034754-092080,253307377-0092080,989095346-092080,725248584-00092080,103717211-092080,425951950-0000092080
Component 00000000060234,00004-00006-00005-60234,00001-00005-80410,1222809629-060234,1034699816-060234,846590003-0060234,1763160110-060234,556225528-00060234,783473193-060234,1396922311-0000060234
Component 00000000038885,00002-38885,00001-00005-00002-100336,1787507685-038885,1680285395-038885,1573063105-0038885,882193914-038885,1418305364-00038885,935805059-038885,312045711-0000038885
Component 00000000012471,00001-00004-00004-12471,00004-00006-102024,373326916-012471,433107251-012471,492887586-0012471,51447693-012471,1900029665-00012471,1095299349-012471,636542605-0000012471
Component 00000000118580,00007-118580,00001-00001-00007-108011,1627762446-118580,2066378243-118580,357510393-0118580,352050307-118580,306454969-00118580,1206484232-118580,1426648103-0000118580
Component 00000000001691,00001-00004-00001-1691,00003-00005-00002-47283,161037845-001691,1982245439-001691,1655969386-0001691,442776627-001691,2074156892-00001691,1679656477-001691,1183515433-0000001691
Component 00000000100799,00004-00006-00010-100799,00002-00006-00002-104327,1409250828-100799,1183727733-100799,958204638-0100799,135057132-100799,1262672607-00100799,1321560503-100799,1590996665-0000100799
Component 00000000093749,00004-00005-00006-93749,00003-00001-00012-30458,976303826-093749,1202857059-093749,1429410292-0093749,152975568-093749,1167693050-00093749,1113440775-093749,1242570477-0000093749
Component 00000000099112,00002-00006-99112,00002-00001-00011-57107,1605556756-099112,2074661950-099112,396283497-0099112,734838548-099112,536796225-00099112,500285951-099112,46353840-0000099112
Component 00000000119119,00004-119119,00001-00002-00010-123146,546020604-119119,527311381-119119,508602158-0119119,712365112-119119,805911227-00119119,1795461547-119119,1987366822-0000119119
Component 00000000070594,00004-00006-00004-70594,00003-00005-113638,168913354-070594,1059217393-070594,1949521432-0070594,1472728129-070594,1316175228-00070594,2101317933-070594,739736680-0000070594
Component 00000000067799,00004-00004-00004-67799,00004-00002-00004-109139,1839325584-067799,2010388832-067799,33968433-0067799,1545958524-067799,690642284-00067799,1460426900-067799,1292235143-0000067799
Component 00000000051001,00001-00006-00002-51001,00003-00001-00006-68958,308968800-051001,1474012437-051001,491572427-0051001,2052752196-051001,522501305-00051001,396488554-051001,1976988818-0000051001
Component 00000000050687,00002-50687,00004-00002-00006-60209,1474107555-050687,1317135017-050687,1160162479-0050687,303390403-050687,1088253093-00050687,381876672-050687,762739191-0000050687
Component 00000000077795,00004-00003-77795,00004-00002-77924,1187403046-077795,855631948-077795,523860850-0077795,128890322-077795,1787745812-00077795,294775871-077795,711201071-0000077795
Component 00000000091190,00001-00008-91190,00004-00003-00002-82344,2059410967-091190,1351044664-091190,642678361-0091190,989641800-091190,236506021-00091190,270083128-091190,1454694168-0000091190
Component 00000000103387,00002-00004-00011-103387,00004-00004-00004-53239,1540786035-103387,1885723920-103387,83178158-0103387,16662458-103387,439456680-00103387,917935339-103387,1383407570-0000103387
Component 00000000097870,00003-00006-97870,00002-00006-00001-22322,1245607861-097870,819408338-097870,393208815-0097870,976025642-097870,959539610-00097870,115383580-097870,772662790-0000097870
Component 00000000074368,00003-00008-74368,00003-00005-00002-105523,599226780-074368,1650552125-074368,554393823-0074368,1122640308-074368,160980877-00074368,1670719459-074368,1576175529-0000074368
Component 00000000004055,00002-00012-4055,00001-00006-00012-113476,467048251-004055,1101802184-004055,1736556117-0004055,114101120-004055,1235298749-00004055,870465977-004055,853507472-0000004055
Component 00000000020611,00001-00003-00006-20611,00002-00006-00001-82837,1744999048-020611,106610921-020611,615706441-0020611,666328004-020611,268334051-00020611,411780244-020611,1159452919-0000020611
Component 00000000068617,00002-00003-00003-68617,00002-00004-00008-68037,1874715021-068617,408620511-068617,1090009648-0068617,1636091637-068617,376629599-00068617,221655245-068617,248165280-0000068617
Component 00000000063397,00002-00005-00009-63397,00001-00004-00006-45441,683947228-063397,389236661-063397,94526094-0063397,349128434-063397,1822681269-00063397,1570225541-063397,1495664175-0000063397
Component 00000000112818,00003-00006-00004-112818,00003-00001-00005-70218,1664425161-112818,471596893-112818,1426252272-0112818,1794312632-112818,1316003031-00112818,243243119-112818,101510826-0000112818
Component 00000000090262,00002-00004-00003-90262,00001-00002-00007-56401,1907143339-090262,987592302-090262,68041265-0090262,1332332808-090262,1635120699-00090262,718366503-090262,2099105496-0000090262
Component 00000000058144,00004-00002-00008-58144,00001-00006-00009-93596,1128578976-058144,890627985-058144,652676994-0058144,1399115971-058144,441387279-00058144,444349643-058144,1055184953-0000058144
Component 00000000114046,00001-00002-00010-114046,,1099929212-114046,1849220621-114046,451028383-0114046,2007082373-114046,408108975-00114046,558694845-114046,351575694-0000114046
Component 00000000029766,00001-00002-00009-29766,00003-00004-00007-92138,1001321517-029766,486627161-029766,2119416452-0029766,1808449015-029766,86953501-00029766,2065796193-029766,219093879-0000029766
Component 00000000093526,00001-00006-00004-93526,00001-00006-00007-24226,1473046739-093526,1849766379-093526,79002372-0093526,416596456-093526,680481903-00093526,228236636-093526,1180277311-0000093526
Component 00000000038428,00003-00005-38428,00003-00008-87563,2147153136-038428,1132285269-038428,117417402-0038428,1244443644-038428,2023815685-00038428,678135754-038428,128765563-0000038428
Component 00000000001960,00010-1960,00002-00010-54805,1690373005-001960,45397610-001960,547905862-0001960,292219463-001960,2074645497-00001960,40965337-001960,1221047508-0000001960
Component 00000000012850,00005-00006-12850,00002-00001-00011-112617,1894585278-012850,1589869323-012850,1285153368-0012850,1074505166-012850,450601294-00012850,153121320-012850,1551692883-0000012850
Component 00000000005140,00002-00005-5140,00001-00003-00003-20296,124469676-005140,105116194-005140,85762712-0005140,1333309446-005140,1430076856-00005140,1342986187-005140,525925454-0000005140
Component 00000000042810,00005-00001-42810,00005-00012-86735,224712900-042810,1406410877-042810,440625207-0042810,628748139-042810,1162709195-00042810,1111640974-042810,1802164856-0000042810
Component 00000000058971,00001-00003-00003-58971,00001-00003-00009-45041,350659655-058971,1892422793-058971,1286702284-0058971,2111727850-058971,845363101-00058971,1340846281-058971,576937349-0000058971
Component 00000000053341,00001-00001-00002-53341,00003-00006-10933,1243101410-053341,195634592-053341,1295651421-0053341,1980568265-053341,775451414-00053341,356818027-053341,1659424131-0000053341
Component 00000000090309,00004-00002-00011-90309,00001-00004-00010-57691,2060250921-090309,488009028-090309,1063250782-0090309,2042188579-090309,1313463456-00090309,1754567702-090309,470051378-0000090309
Component 00000000022505,00002-22505,00004-00008-12345,1497537980-022505,1766493867-022505,2035449754-0022505,583254794-022505,1385959006-00022505,1522518674-022505,329689393-0000022505
Component 00000000066232,00002-00005-00010-66232,00012-1260,1573994416-066232,1704034289-066232,1834074162-0066232,364735492-066232,1862019774-00066232,1373457379-066232,215819477-0000066232
Component 00000000017727,00002-00003-00008-17727,00004-00010-2090,1467677308-017727,1846465054-017727,77769153-0017727,511530166-017727,765075083-00017727,322136293-017727,1967453668-0000017727
Component 00000000121236,00001-00003-00011-121236,00002-00001-00006-58857,1830357218-121236,1205265086-121236,580172954-0121236,1578159874-121236,408653240-00121236,1890705940-121236,1020989915-0000121236
Component 00000000042587,00002-00006-00012-42587,00002-00002-80472,237055848-042587,1288468565-042587,192397635-0042587,764706918-042587,1950094274-00042587,1312742383-042587,1644014418-0000042587
Component 00000000002884,00004-00011-2884,00002-00005-00009-80687,402486232-002884,706674703-002884,1010863174-0002884,1196983370-002884,1823524662-00002884,2118630958-002884,1642625518-0000002884
Component 00000000021195,00006-00005-21195,00001-00006-00002-99231,1930921827-021195,1706318683-021195,1481715539-0021195,1775087578-021195,750619651-00021195,1887389150-021195,1099266391-0000021195
Component 00000000111043,00003-00002-00010-111043,00002-00004-00002-20542,532204663-111043,2015035563-111043,1350382816-0111043,1582542962-111043,610839403-00111043,841127512-111043,498388969-0000111043
Component 00000000030688,00003-00008-30688,00002-00005-00004-117927,850269130-030688,1948126310-030688,898499843-0030688,409251185-030688,1362416226-00030688,2007806242-030688,868742603-0000030688
Component 00000000042175,00003-42175,00003-00006-00002-68928,956633882-042175,2108397584-042175,1112677639-0042175,982598607-042175,1666231038-00042175,406716756-042175,1870509572-0000042175
Component 00000000010845,00002-00003-10845,00003-00001-00004-56463,1035848957-010845,114950708-010845,1341536106-0010845,395698644-010845,705222595-00010845,1929889592-010845,1030093643-0000010845
Component 00000000065879,00004-00002-00008-65879,00003-00004-114950,1794789908-065879,384073925-065879,1120841589-0065879,1020799613-065879,1631928587-00065879,652415781-065879,1420074273-0000065879
Component 00000000006650,00007-6650,00004-00001-00005-10704,1993666299-006650,1395502787-006650,797339275-0006650,900023378-006650,1743357291-00006650,1199105134-006650,191665937-0000006650
Component 00000000096580,00001-00003-96580,00001-00001-00002-109761,1232012449-096580,407160330-096580,1729791858-0096580,955132147-096580,784425448-00096580,293816383-096580,578168033-0000096580
Component 00000000097603,00003-00002-00012-97603,00001-00002-14861,609417502-097603,159686044-097603,1857438233-0097603,272278259-097603,373451902-00097603,497143988-097603,724972904-0000097603
Component 00000000095922,00002-00001-00008-95922,00003-00005-00005-91278,1564097879-095922,1288909617-095922,1013721355-0095922,1102369054-095922,330826717-00095922,1239963185-095922,2047601787-0000095922
