Component 00000000092151,00001-00003-00007-92151,00005-109270,515055907-092151,1245366982-092151,1975678057-0092151,501662869-092151,1145074788-00092151,1210249155-092151,1685218635-0000092151
Component 00000000069777,00002-00001-00006-69777,00001-00003-00009-100551,495534157-069777,1399480408-069777,155943012-0069777,313512567-069777,88748606-00069777,935281265-069777,937710288-0000069777
Component 00000000049175,00009-49175,00004-00004-17840,634859516-049175,98589098-049175,1709802327-0049175,395548007-049175,929416450-00049175,663683216-049175,1940205089-0000049175
Component 00000000114506,00001-00002-114506,00004-00006-00009-117529,299663919-114506,191497698-114506,83331477-0114506,422311318-114506,963142423-00114506,1550136252-114506,469919581-0000114506
Component 00000000008803,00003-00004-00002-8803,00001-00008-122871,732045008-008803,955597687-008803,1179150366-0008803,1910673528-008803,792910133-00008803,725155365-008803,1631709885-0000008803
Component 00000000091724,00004-00003-00009-91724,00002-00006-00009-97327,85714100-091724,43321578-091724,929056-0091724,177160430-091724,389123040-00091724,198356691-091724,622926319-0000091724
Component 00000000010608,00003-00003-10608,00002-00001-00007-49862,651678875-010608,423339972-010608,195001069-0010608,1388402138-010608,382613006-00010608,428829766-010608,463507252-0000010608
Component 00000000000148,00003-00001-00005-148,00004-00001-00011-4054,977546471-000148,2097728234-000148,1070426350-0000148,545528978-000148,1387071104-00000148,1059179920-000148,64626293-0000000148
Component 00000000039537,00002-00001-00004-39537,00004-00005-00009-118634,1425485558-039537,1774478377-039537,2123471196-0039537,98026280-039537,500545832-00039537,997271694-039537,514959832-0000039537
Component 00000000006216,00001-00002-6216,00003-00005-50445,1074017983-006216,501286434-006216,2076038532-0006216,140083444-006216,856257542-00006216,1500191042-006216,1389613167-0000006216
Component 00000000064176,00001-00008-64176,00004-00002-00012-67209,302845581-064176,1404061851-064176,357794474-0064176,24743501-064176,961113092-00064176,1621619013-064176,1670159032-0000064176
Component 00000000053572,00002-00001-00012-53572,00003-00007-17440,691438118-053572,1387337731-053572,2083237344-0053572,1156572820-053572,1972042049-00053572,1882364837-053572,1859235798-0000053572
Component 00000000122873,00003-00002-00010-122873,00001-00002-104665,453764186-122873,910730454-122873,1367696722-0122873,1141791714-122873,1004444021-00122873,913308580-122873,1038025921-0000122873
Component 00000000056634,00004-00004-00006-56634,00001-00002-00006-103161,1088790190-056634,1418737158-056634,1748684126-0056634,2058832609-056634,409097769-00056634,1893859125-056634,1838703823-0000056634
Component 00000000059630,00004-00012-59630,00003-00003-00001-63493,1848837668-059630,1335920151-059630,823002634-0059630,1668400034-059630,2085503972-00059630,851116969-059630,2025651634-0000059630
Component 00000000083966,00001-00001-00012-83966,00001-00002-3655,42164551-083966,1548752060-083966,907855922-0083966,1170956563-083966,80469959-00083966,1491404632-083966,1271073096-0000083966
Component 00000000021083,00003-00006-00010-21083,00003-00011-96068,1979701054-021083,251042896-021083,669868385-0021083,1891642624-021083,1944998826-00021083,608488056-021083,480981863-0000021083
Component 00000000010982,00002-00006-00010-10982,00002-00006-00012-60332,1376681329-010982,1267917817-010982,1159154305-0010982,396618291-010982,940435851-00010982,451000047-010982,358611856-0000010982
Component 00000000118166,00001-00006-00009-118166,00002-00005-00003-96437,347439282-118166,1851051748-118166,1207180567-0118166,258199885-118166,1330072143-00118166,1653877299-118166,1610403533-0000118166
Component 00000000040280,00002-00006-40280,00004-00005-00001-15874,563670827-040280,1677675313-040280,644196152-0040280,905797223-040280,1778225734-00040280,348794980-040280,1935866791-0000040280
Component 00000000107961,00001-00009-107961,00002-00002-00006-57752,1284189798-107961,1850866406-107961,270059367-0107961,850717875-107961,164818482-00107961,567379571-107961,823485157-0000107961
Component 00000000110827,00002-00003-00002-110827,00004-00004-00012-14494,1359942102-110827,1425623047-110827,1491303992-0110827,1324242464-110827,995837739-00110827,217660168-110827,1659283809-0000110827
Component 00000000082472,00002-00005-82472,00004-00003-00009-85354,511110144-082472,920248995-082472,1329387846-0082472,2100733418-082472,55039163-00082472,822422169-082472,1774438587-0000082472
Component 00000000108035,00004-00005-108035,00001-00006-59871,1403064112-108035,2082177856-108035,613807953-0108035,2127825991-108035,879740918-00108035,1788269119-108035,695478383-0000108035
Component 00000000020058,00003-00003-00012-20058,00002-00003-67392,648726800-020058,1284971397-020058,1921215994-0020058,368076873-020058,1481821182-00020058,1123696398-020058,2120306758-0000020058
Component 00000000095855,00004-00006-95855,00001-00004-00009-89436,1099720053-095855,1381001266-095855,1662282479-0095855,783215178-095855,1524292760-00095855,1716316395-095855,28614210-0000095855
Component 00000000036924,00004-00006-00004-36924,00002-00011-45472,2091072812-036924,546409760-036924,1149230355-0036924,189358788-036924,1470223107-00036924,961690314-036924,1689262750-0000036924
Component 00000000109740,00001-00007-109740,00002-00006-00007-107582,576648202-109740,1755229647-109740,786327445-0109740,829531639-109740,1379075355-00109740,1313982740-109740,1505740029-0000109740
Component 00000000084274,00004-00001-00008-84274,00002-00002-00006-12252,27036773-084274,287373224-084274,547709675-0084274,842194588-084274,1687995980-00084274,1785768186-084274,283799346-0000084274
Component 00000000028247,00002-00002-00011-28247,00005-00009-45470,1340989848-028247,64712892-028247,935919583-0028247,1718583245-028247,1657517084-00028247,209238076-028247,1817911272-0000028247
Component 00000000000292,00002-00005-00006-292,00002-00001-00008-8107,956125776-000292,447316098-000292,2085990067-0000292,2048660157-000292,297741253-00000292,155581349-000292,1104041994-0000000292
Component 00000000042016,00001-00002-42016,00005-00008-64475,2112044769-042016,688572747-042016,1412584372-0042016,1793128406-042016,320553928-00042016,357380770-042016,1759190327-0000042016
Component 00000000010057,00002-00005-00008-10057,00004-00008-34419,2112173639-010057,641550866-010057,1318411740-0010057,580187676-010057,1490850600-00010057,241757239-010057,1250276634-0000010057
Component 00000000074951,00001-00002-00006-74951,00002-00001-00008-121857,820345746-074951,475591444-074951,130837142-0074951,1279631275-074951,855919138-00074951,1452008426-074951,1917302697-0000074951
Component 00000000049822,00002-00003-00006-49822,00004-00004-35984,979667268-049822,184115627-049822,1536047633-0049822,2123860149-049822,1806651060-00049822,1447894146-049822,19137457-0000049822
Component 00000000107842,00002-00007-107842,00002-00010-54467,2115174991-107842,1825280940-107842,1535386889-0107842,2013957223-107842,1315943831-00107842,1085162425-107842,40033968-0000107842
Component 00000000041820,00002-00012-41820,00005-00012-58980,530456271-041820,1938463935-041820,1198987952-0041820,99351271-041820,1649247539-00041820,1542831086-041820,1200757151-0000041820
Component 00000000083461,00001-00001-83461,00002-00004-00012-113047,1260915367-083461,252260408-083461,1391089096-0083461,659531913-083461,1407839414-00083461,90117569-083461,228573840-0000083461
Component 00000000058934,00004-00001-00005-58934,00002-00002-00005-43997,213718964-058934,942810418-058934,1671901872-0058934,1214916131-058934,1864426155-00058934,850370404-058934,1067097616-0000058934
Component 00000000045598,00003-00007-45598,00004-00004-00011-41234,1493700554-045598,185937689-045598,1025658471-0045598,1417969188-045598,1514332572-00045598,998108797-045598,84221571-0000045598
Component 00000000098459,00004-00004-00010-98459,00003-00001-00011-34903,1117680203-098459,168586685-098459,1366976814-0098459,183801167-098459,634301463-00098459,658347926-098459,3443438-0000098459
Component 00000000004309,00004-00004-00006-4309,00004-00003-00011-120599,1295616155-004309,909765958-004309,523915761-0004309,835492600-004309,617259938-00004309,2102159522-004309,1974910626-0000004309
Component 00000000064404,00004-00004-00002-64404,00006-00006-73625,1212439676-064404,374475209-064404,1683994389-0064404,299610496-064404,194465537-00064404,1792334553-064404,1294418036-0000064404
Component 00000000082314,00004-00001-00011-82314,00004-00001-00005-113534,2071331392-082314,776600510-082314,1629353275-0082314,1553909378-082314,1585112847-00082314,53791172-082314,1550352292-0000082314
Component 00000000055249,00004-00005-00012-55249,00003-00002-00003-64353,1054474649-055249,103671387-055249,1300351772-0055249,37673029-055249,496722045-00055249,513074660-055249,464123814-0000055249
Component 00000000089766,00001-00005-00001-89766,00004-00006-00001-42524,1861854039-089766,491179231-089766,1267988070-0089766,1956118908-089766,219558360-00089766,493972665-089766,1809632423-0000089766
Component 00000000116309,00004-00004-00011-116309,00002-00005-00006-44427,399835448-116309,564388787-116309,728942126-0116309,864479625-116309,41712930-00116309,1855944779-116309,1800596332-0000116309
Component 00000000092620,00003-00008-92620,00001-00002-122410,1295698554-092620,415114218-092620,1682013529-0092620,1537031198-092620,1644985584-00092620,1977323366-092620,1683684904-0000092620
Component 00000000122697,00002-00001-00003-122697,00002-00002-00003-99752,1783744724-122697,49987915-122697,463714753-0122697,374659897-122697,453509354-00122697,167796478-122697,293495208-0000122697
Component 00000000013261,00001-00003-00001-13261,00001-00005-616,817546786-013261,39470794-013261,1408878449-0013261,1735566820-013261,1330979486-00013261,2124604816-013261,1431282902-0000013261
Component 00000000004351,00001-00004-00009-4351,00001-00001-00008-121766,475726021-004351,713503291-004351,951280561-0004351,1270505381-004351,81619031-00004351,1151616746-004351,1826355517-0000004351
Component 00000000076938,00003-00001-00004-76938,00001-00006-53976,459049444-076938,1675545830-076938,744558569-0076938,1477065696-076938,1837034707-00076938,868817503-076938,201979252-0000076938
Component 00000000102886,00001-00004-102886,00003-00001-39208,1414132353-102886,738039086-102886,61945819-0102886,1909605432-102886,995104473-00102886,1173910242-102886,413751211-0000102886
Component 00000000112467,00002-00005-00004-112467,00003-00006-00012-60423,306004398-112467,318542822-112467,331081246-0112467,914117962-112467,851425842-00112467,907848750-112467,1303320626-0000112467
Component 00000000077817,00002-00005-00012-77817,00003-00009-78568,108380494-077817,847063099-077817,1585745704-0077817,501006661-077817,1102560930-00077817,1205407182-077817,2114319310-0000077817
Component 00000000078258,00003-00005-00011-78258,00002-00005-00007-90942,104411895-078258,1990074408-078258,1728253274-0078258,290988778-078258,1600094448-00078258,421899345-078258,1482070617-0000078258
Component 00000000114391,00001-00004-00004-114391,00004-00006-00004-114274,1769638435-114391,690748136-114391,1759341484-0114391,2056808285-114391,1008808839-00114391,1522511611-114391,2091551836-0000114391
Component 00000000073539,00004-00004-00011-73539,00004-00001-00011-82314,2078754855-073539,490634676-073539,1049998144-0073539,1290595642-073539,641261949-00073539,1010913908-073539,2060384216-0000073539
Component 00000000029879,00004-00003-00005-29879,00004-00004-00001-95239,1638630613-029879,1873126588-029879,2107622563-0029879,1200525342-029879,28045467-00029879,9535531-029879,2054928503-0000029879
Component 00000000116286,00001-00002-00001-116286,00003-00003-43813,206044079-116286,1601605944-116286,849684162-0116286,245059651-116286,1857184914-00116286,621020542-116286,193540030-0000116286
Component 00000000080503,00003-00003-00007-80503,00001-00007-6000,1128448930-080503,2080143787-080503,884354997-0080503,1114751084-080503,651244093-00080503,1712645479-080503,390645231-0000080503
Component 00000000111261,00001-00003-00007-111261,00006-00009-26620,1526245947-111261,1817261004-111261,2108276061-0111261,1681832506-111261,226757221-00111261,462583154-111261,701577128-0000111261
Component 00000000122074,00004-00001-00004-122074,00004-00001-00011-82314,2125572037-122074,1085599365-122074,45626693-0122074,1079021326-122074,1983917392-00122074,1599007662-122074,879636261-0000122074
Component 00000000058717,00002-00001-00009-58717,00004-00011-37919,749146038-058717,700883129-058717,652620220-0058717,1629620422-058717,1870934967-00058717,580010053-058717,1254529101-0000058717
Component 00000000095659,00004-00004-00005-95659,00001-00006-00004-83971,463769037-095659,1330639527-095659,50026370-0095659,1704798509-095659,1665413353-00095659,1271363264-095659,1865307988-0000095659
Component 00000000111796,00001-00006-00009-111796,00004-00005-00008-41634,92024267-111796,474652751-111796,857281235-0111796,1469636565-111796,1703977792-00111796,1278322323-111796,290448385-0000111796
Component 00000000081145,00001-00012-81145,00004-00002-48204,23557850-081145,8491185-081145,2140908167-0081145,366566421-081145,441899746-00081145,1447841577-081145,1709213270-0000081145
Component 00000000019939,00004-00003-00010-19939,,779145954-019939,1956273957-019939,985918313-0019939,961537454-019939,1518348380-00019939,1446715276-019939,1565050910-0000019939
Component 00000000020550,00005-00010-20550,00002-00003-00001-81147,899622659-020550,2138905412-020550,1230704518-0020550,1949035887-020550,47589416-00020550,255652687-020550,2002455259-0000020550
Component 00000000008018,00003-00003-00010-8018,00003-00002-00004-100858,957545612-008018,1535109624-008018,2112673636-0008018,1052112783-008018,311776370-00008018,763330777-008018,28620461-0000008018
Component 00000000017255,00004-17255,00002-00012-112462,896853997-017255,735804364-017255,574754731-0017255,602139561-017255,1407387726-00017255,1756406201-017255,1002770943-0000017255
