Component 00000000032497,00002-00003-00010-32497,00001-00003-00009-45041,212817902-032497,331033095-032497,449248288-0032497,577545645-032497,2133953327-00032497,1592179872-032497,1132952879-0000032497
Component 00000000073755,00003-00006-73755,00003-00004-00006-88393,1264779203-073755,1913168219-073755,414073588-0073755,499391774-073755,1552413988-00073755,175197266-073755,1766005563-0000073755
Component 00000000039116,00001-00012-39116,,1271456663-039116,320031054-039116,1516089092-0039116,1298213037-039116,1760373788-00039116,700184018-039116,253410824-0000039116
Component 00000000002515,00002-00006-2515,00001-00002-70371,889935246-002515,979365591-002515,1068795936-0002515,2006081508-002515,1558929783-00002515,887624512-002515,118395354-0000002515
Component 00000000061514,00004-00005-00011-61514,00004-00004-00006-116239,997724716-061514,845339658-061514,692954600-0061514,49500344-061514,811425634-00061514,125692873-061514,850388423-0000061514
Component 00000000011325,00006-00002-11325,1436259974,1841424587-011325,1416867140-011325,992309693-0011325,1651483054-011325,1626786642-00011325,790019954-011325,2056472993-0000011325
Component 00000000088620,00012-88620,00004-00005-00008-16609,749635147-088620,544655902-088620,339676657-0088620,471818176-088620,1496714401-00088620,1648049622-088620,950269124-0000088620
Component 00000000042732,00002-00004-00001-42732,00003-00005-00010-84523,454789672-042732,417430254-042732,380070836-0042732,790341546-042732,977138636-00042732,809021255-042732,832814588-0000042732
Component 00000000033856,00001-00004-00004-33856,00002-00001-00003-83112,307388888-033856,768251153-033856,1229113418-0033856,110630447-033856,2101286416-00033856,953941138-033856,1337193716-0000033856
Component 00000000103418,00003-00003-103418,00003-00002-00005-54098,1515085676-103418,1506714299-103418,1498342922-0103418,35332068-103418,77188953-00103418,1113259580-103418,1635015920-0000103418
Component 00000000019851,00001-00006-19851,00004-00001-00004-61559,1876071276-019851,1750054668-019851,1624038060-0019851,59233082-019851,689316122-00019851,122241386-019851,350073976-0000019851
Component 00000000120846,00001-00005-00011-120846,00003-00006-00010-47928,1068009253-120846,1559105728-120846,2050202203-0120846,190126350-120846,2029611269-00120846,1018319936-120846,1353665869-0000120846
Component 00000000095304,00004-00006-00001-95304,00004-00004-00011-73994,1148095810-095304,1737958340-095304,180337223-0095304,1839141104-095304,1037312101-00095304,1544209839-095304,1333370048-0000095304
Component 00000000099535,00002-00007-99535,00003-00001-00006-68958,655945972-099535,39349357-099535,1570236389-0099535,1889523026-099535,677538807-00099535,1124079510-099535,3149612-0000099535
Component 00000000090090,90090,00002-00005-51550,1438178316-090090,1702033657-090090,1965888998-0090090,276518649-090090,1104725591-00090090,1218332802-090090,975788931-0000090090
Component 00000000063615,00006-00006-63615,00002-00005-51550,2012383577-063615,248829111-063615,632758292-0063615,231854209-063615,459691951-00063615,1113631442-063615,291589956-0000063615
Component 00000000099348,00003-00004-00002-99348,00003-00001-00008-63708,146957335-099348,1731686347-099348,1168931712-0099348,1844386772-099348,363192653-00099348,1052022266-099348,2011019505-0000099348
Component 00000000068342,00002-00001-00001-68342,00002-00001-00003-60362,1708645014-068342,1263264132-068342,817883250-0068342,1582508707-068342,1661929470-00068342,1805199148-068342,638298205-0000068342
Component 00000000004392,00002-00003-00011-4392,00002-00002-00012-6057,1374505924-004392,1395435730-004392,1416365536-0004392,242117868-004392,137468838-00004392,231652965-004392,1886033657-0000004392
Component 00000000111247,00002-00003-00006-111247,00001-00006-55490,107541495-111247,981363784-111247,1855186073-0111247,611991395-111247,537847244-00111247,1248822074-111247,1606406192-0000111247
Component 00000000018863,00003-00005-18863,00003-00006-00011-33928,1807553866-018863,1870123219-018863,1932692572-0018863,1620942016-018863,1308095251-00018863,515915516-018863,1675741187-0000018863
Component 00000000019386,00001-00003-00003-19386,00002-00006-00004-48572,1302836497-019386,323719643-019386,1492086436-0019386,1060309312-019386,1660926288-00019386,1549867739-019386,629624268-0000019386
Component 00000000002682,00002-00001-00004-2682,00002-00002-00010-75007,1122267642-002682,1446398523-002682,1770529404-0002682,736488018-002682,1263317260-00002682,1648164401-002682,793621559-0000002682
Component 00000000118397,00002-00006-00006-118397,00001-00007-102915,1300257807-118397,154604676-118397,1156435192-0118397,496913952-118397,1930212313-00118397,2143482341-118397,451790257-0000118397
Component 00000000008115,00002-00003-8115,00004-00006-103590,1684644941-008115,378346581-008115,1219531868-0008115,606200244-008115,695241103-00008115,1259349424-008115,1701608833-0000008115
Component 00000000110043,00003-00003-00011-110043,00002-00004-116055,1079409073-110043,66834299-110043,1201743172-0110043,1361656415-110043,2129562991-00110043,1867943802-110043,1372087735-0000110043
Component 00000000113106,00001-00006-113106,00002-00006-00010-78322,1288556727-113106,1615248326-113106,1941939925-0113106,1026971926-113106,1540997578-00113106,1937367950-113106,1525057406-0000113106
Component 00000000056196,00001-00010-56196,00006-00010-90880,358171626-056196,416901259-056196,475630892-0056196,2132817003-056196,1839168838-00056196,1029710363-056196,893289808-0000056196
Component 00000000007864,00004-00003-00012-7864,00004-00003-00012-96589,379620304-007864,480161208-007864,580702112-0007864,960886854-007864,458182334-00007864,910616402-007864,485670338-0000007864
Component 00000000089012,00002-00001-89012,00001-00002-00003-21401,1646339127-089012,1600063932-089012,1553788737-0089012,475733993-089012,707109968-00089012,1572613414-089012,1873485229-0000089012
Component 00000000012925,00003-00003-12925,00001-00001-00002-114766,1877652606-012925,742073273-012925,1753977587-0012925,1562887954-012925,798333678-00012925,1056935797-012925,1466205334-0000012925
Component 00000000004962,00002-00006-00009-4962,1436259974,847295804-004962,1764830051-004962,534880651-0004962,1324292020-004962,1031588079-00004962,1939266720-004962,1047955916-0000004962
Component 00000000084781,00001-00004-00008-84781,00005-00002-12885,2037357369-084781,750532637-084781,1611191552-0084781,1903383630-084781,1895056349-00084781,399312349-084781,617414850-0000084781
Component 00000000067568,00003-00004-00007-67568,00001-00002-00007-38656,568693755-067568,1578254192-067568,440330982-0067568,1213992892-067568,461158001-00067568,1782954497-067568,54300994-0000067568
Component 00000000082379,00004-00003-00011-82379,00003-00003-00011-82743,1772510445-082379,220862805-082379,816698812-0082379,1679527550-082379,847831162-00082379,307867723-082379,1718772897-0000082379
Component 00000000014825,00006-00005-14825,00002-00003-00002-44397,565736472-014825,748486830-014825,931237188-0014825,839194247-014825,2072926104-00014825,747819068-014825,1859495718-0000014825
Component 00000000026088,00003-00006-00010-26088,00002-00005-00006-112677,1645072104-026088,575358329-026088,1653128201-0026088,229819721-026088,1283421302-00026088,1838418432-026088,218199564-0000026088
Component 00000000080711,00001-00001-00007-80711,00002-00006-00002-36077,1897455135-080711,136638341-080711,523305194-0080711,249702859-080711,463852241-00080711,1130111256-080711,851307995-0000080711
Component 00000000054429,00004-00004-00011-54429,00001-00002-41420,328585382-054429,2021730321-054429,1567391613-0054429,1915478161-054429,2039688054-00054429,2142647515-054429,1910383690-0000054429
Component 00000000078844,00004-00003-00012-78844,00005-00005-108750,343331360-078844,1257888447-078844,24961887-0078844,675935316-078844,398117175-00078844,1292398596-078844,351508304-0000078844
Component 00000000080254,00004-00006-00005-80254,00003-00003-00012-23243,264392932-080254,28163477-080254,1939417669-0080254,618424423-080254,1799571698-00080254,1810280974-080254,703771001-0000080254
Component 00000000013116,00001-00005-00012-13116,00002-00006-00009-120077,501728638-013116,1840847213-013116,1032482141-0013116,2098211939-013116,1845070005-00013116,354910828-013116,651202153-0000013116
Component 00000000093967,00002-00006-00003-93967,00004-00003-00004-36599,2100755257-093967,1325345386-093967,549935515-0093967,2074340336-093967,1656422397-00093967,1388303448-093967,529604171-0000093967
Component 00000000033909,00004-00001-00005-33909,,718369813-033909,808236075-033909,898102337-0033909,781916226-033909,332584916-00033909,736983095-033909,389160436-0000033909
Component 00000000057755,00005-00009-57755,00003-00003-00008-10993,1451436274-057755,820502735-057755,189569196-0057755,1989672514-057755,849372915-00057755,1231397460-057755,2127894324-0000057755
Component 00000000113584,00004-00002-00003-113584,00002-00003-00010-91647,874779522-113584,1556513240-113584,90763311-0113584,1726610140-113584,465425197-00113584,1385743281-113584,2136206690-0000113584
Component 00000000057563,00003-00002-00012-57563,00001-00005-5621,1203950377-057563,458558149-057563,1860649568-0057563,1559649318-057563,991643164-00057563,1932345432-057563,166047860-0000057563
Component 00000000044563,00003-00001-00012-44563,00002-00002-00006-12252,2065651052-044563,1724621937-044563,1383592822-0044563,1631866327-044563,1189528255-00044563,728639061-044563,2127318145-0000044563
Component 00000000086873,00003-00003-00007-86873,00001-00001-00009-85016,1677294316-086873,2032506997-086873,240236031-0086873,651498345-086873,1022918587-00086873,1547633828-086873,1777748705-0000086873
Component 00000000008869,00004-00003-8869,00004-00012-1169,119691468-008869,358435676-008869,597179884-0008869,961367321-008869,1915129928-00008869,841995217-008869,1886894928-0000008869
Component 00000000081648,00003-00008-81648,00001-00001-00009-62266,1276027609-081648,1028001172-081648,779974735-0081648,1057905473-081648,150554011-00081648,108176868-081648,507095481-0000081648
Component 00000000099955,00002-00011-99955,00002-00005-00009-80687,329845518-099955,870044829-099955,1410244140-0099955,1833450161-099955,1279937253-00099955,489608682-099955,1803064-0000099955
Component 00000000032317,00002-00005-00012-32317,00005-39975,302874680-032317,474613665-032317,646352650-0032317,1116022688-032317,257327763-00032317,2103895019-032317,961657108-0000032317
Component 00000000111476,00001-00001-00001-111476,00004-32669,669034992-111476,162956959-111476,1804362573-0111476,820312332-111476,1203218850-00111476,2147093172-111476,940991260-0000111476
Component 00000000026627,00002-00006-00003-26627,00005-00002-4240,646453081-026627,1516778934-026627,239621140-0026627,981325835-026627,924663864-00026627,1619904732-026627,1823372379-0000026627
Component 00000000106240,00001-00004-106240,00001-00005-9581,286772737-106240,1067313558-106240,1847854379-0106240,562038733-106240,954301922-00106240,1245510146-106240,1725934687-0000106240
Component 00000000045379,00004-00005-00009-45379,00001-00004-00009-62591,1791820070-045379,1155009742-045379,518199414-0045379,971290220-045379,2007858213-00045379,1289695384-045379,6607800-0000045379
Component 00000000026436,00001-00004-00007-26436,00001-00002-122410,2035609303-026436,69000823-026436,249875990-0026436,1144378491-026436,240002656-00026436,2127682731-026436,431616625-0000026436
Component 00000000088553,00003-00003-00010-88553,00001-00002-00004-16501,676800540-088553,367398346-088553,57996152-0088553,703179660-088553,102706983-00088553,857880757-088553,75083705-0000088553
Component 00000000024571,00001-00001-00001-24571,00001-00004-00012-70186,748601181-024571,90921261-024571,1580724988-0024571,1063379766-024571,56812072-00024571,1392219726-024571,436024450-0000024571
Component 00000000112033,00003-00005-00012-112033,00003-00004-00005-30958,1540733041-112033,505564246-112033,1617879098-0112033,1800912188-112033,534305222-00112033,1244754762-112033,1621457454-0000112033
Component 00000000084026,00001-00005-00007-84026,00003-00009-5313,2121492174-084026,823785961-084026,1673563395-0084026,386024783-084026,432104907-00084026,2108619713-084026,88237290-0000084026
Component 00000000067805,00003-00010-67805,00003-45318,945680225-067805,1790708079-067805,488252286-0067805,1127341851-067805,1197169875-00067805,704827924-067805,1488982906-0000067805
Component 00000000096775,00003-96775,00001-00006-00005-9911,359404561-096775,904828097-096775,1450251633-0096775,1042642293-096775,463008260-00096775,769930525-096775,751078521-0000096775
Component 00000000005543,00003-00006-00005-5543,00004-00003-00004-31594,229607580-005543,1291038757-005543,204986287-0005543,1243153960-005543,230965369-00005543,1786180195-005543,2110483326-0000005543
Component 00000000112705,00005-00008-112705,00004-00001-67054,2055961930-112705,47440129-112705,186401975-0112705,205676873-112705,1658351290-00112705,136195950-112705,293402226-0000112705
Component 00000000091597,00002-00002-00012-91597,00001-00001-00010-93766,2132969494-091597,165646358-091597,345806869-0091597,1207077866-091597,306275311-00091597,43255787-091597,946568875-0000091597
Component 00000000025489,00004-00002-00009-25489,00004-95914,385234570-025489,934990561-025489,1484746552-0025489,204854546-025489,1751041885-00025489,1003718374-025489,945644234-0000025489
Component 00000000063556,00001-00003-00012-63556,00002-00001-00007-49862,810233642-063556,632037357-063556,453841072-0063556,1831390231-063556,574888009-00063556,846746550-063556,160525086-0000063556
