Component 00000000083064,00004-00002-00007-83064,00001-00002-00007-101901,1600831610-083064,451981592-083064,1450615221-0083064,1716180559-083064,1017979708-00083064,143121921-083064,976712288-0000083064
Component 00000000069119,00004-00001-00011-69119,00004-00003-00004-82099,1346072306-069119,1504101876-069119,1662131446-0069119,420571863-069119,1777907660-00069119,341557078-069119,607570998-0000069119
Component 00000000100709,00004-00011-100709,00004-00001-00006-101809,680537782-100709,525430949-100709,370324116-0100709,674049146-100709,1449583311-00100709,1825344386-100709,1595187227-0000100709
Component 00000000107717,00002-00001-00012-107717,00002-00005-00003-50937,2035609211-107717,1937265739-107717,1838922267-0107717,1560918113-107717,2052635473-00107717,1610089849-107717,1046975783-0000107717
Component 00000000080949,00004-00001-00011-80949,00003-00001-00003-42708,2023912834-080949,1353086858-080949,682260882-0080949,1701107703-080949,760270289-00080949,2036520691-080949,239957683-0000080949
Component 00000000068761,00001-00004-68761,00004-00005-72090,1007202953-068761,1062847269-068761,1118491585-0068761,1558468632-068761,1280247052-00068761,1530646474-068761,1929543484-0000068761
Component 00000000050635,00004-50635,00004-00004-58734,1793299776-050635,2009693827-050635,78604231-0050635,477251191-050635,1542764583-00050635,1442795989-050635,1665971651-0000050635
Component 00000000104953,00003-00002-00004-104953,00002-00006-00011-97082,2093022627-104953,1401762665-104953,710502703-0104953,779169175-104953,2087985338-00104953,1124799156-104953,688428017-0000104953
Component 00000000083738,00003-00004-00005-83738,00003-00005-120783,1020013329-083738,1148161988-083738,1276310647-0083738,1866514173-083738,1225770878-00083738,728698020-083738,1061820617-0000083738
Component 00000000031236,00001-00002-00010-31236,00004-00004-00010-9734,1351378199-031236,1688846297-031236,2026314395-0031236,538711776-031236,998854933-00031236,369977727-031236,366557045-0000031236
Component 00000000055498,00003-00002-00001-55498,00002-00001-00008-71352,1183515523-055498,2140803579-055498,950607988-0055498,367346005-055498,2023356666-00055498,2036185624-055498,2014692440-0000055498
Component 00000000010218,00003-00005-10218,00003-00001-00002-38963,1690334135-010218,464583925-010218,1386317362-0010218,223507419-010218,2057291175-00010218,836382524-010218,436512299-0000010218
Component 00000000016339,00004-00001-00011-16339,00001-00003-00008-86796,1673941023-016339,780702919-016339,2034948462-0016339,1301565919-016339,1472789145-00016339,1748184971-016339,234139736-0000016339
Component 00000000012787,00002-00005-00008-12787,00002-00003-00007-110897,1838108123-012787,619894086-012787,1549163696-0012787,1810527621-012787,1459146865-00012787,1345892816-012787,1638025888-0000012787
Component 00000000011908,00003-00001-11908,00004-00006-00006-86274,750312402-011908,2008108640-011908,1118421231-0011908,1623887829-011908,1777357580-00011908,994989710-011908,378854404-0000011908
Component 00000000120057,00002-00002-120057,00004-00005-00002-69669,124728185-120057,1040197296-120057,1955666407-0120057,501565305-120057,219187044-00120057,1117572573-120057,1789177750-0000120057
Component 00000000072955,00001-00012-72955,00003-00001-65950,861384730-072955,1309914092-072955,1758443454-0072955,1140222317-072955,1045059154-00072955,915957636-072955,1779940255-0000072955
Component 00000000098448,00003-00012-98448,00002-00002-00009-38502,243471252-098448,457891262-098448,672311272-0098448,2052907149-098448,980807099-00098448,1945697144-098448,927315147-0000098448
Component 00000000044742,00002-00005-00009-44742,00002-00002-00006-17257,1358282344-044742,1304073238-044742,1249864132-0044742,876624350-044742,1147669880-00044742,903728903-044742,398260575-0000044742
Component 00000000050739,00004-00003-50739,00001-00001-61621,849634310-050739,2145159911-050739,1293201865-0050739,331858372-050739,296681308-00050739,757837395-050739,123117413-0000050739
Component 00000000107171,00001-00001-00012-107171,00002-00005-00005-35677,1702792207-107171,432919323-107171,1310530086-0107171,243499449-107171,150412928-00107171,878435891-107171,383225166-0000107171
Component 00000000092824,00004-00004-00004-92824,00002-00001-00005-4607,725454351-092824,147784100-092824,1717597496-0092824,1699476412-092824,292860373-00092824,914569714-092824,1526369515-0000092824
Component 00000000054160,00001-00002-54160,00002-00005-00004-74702,1165370016-054160,1763534823-054160,214215983-0054160,1185333921-054160,341993533-00054160,1959993341-054160,122598737-0000054160
Component 00000000000855,00001-00010-855,00004-00005-00008-23889,465790205-000855,754792913-000855,1043795621-0000855,1597519661-000855,152506121-00000855,1453018307-000855,390287610-0000000855
Component 00000000023885,00001-00004-23885,00003-00003-00012-50998,2101261221-023885,1813185474-023885,1525109727-0023885,2088231197-023885,1381126285-00023885,1158527247-023885,415230356-0000023885
Component 00000000002875,00005-00002-2875,00001-00004-00010-80441,1760149672-002875,1326615718-002875,893081764-0002875,61105726-002875,81291849-00002875,277872703-002875,827741788-0000002875
Component 00000000081118,00003-00002-00011-81118,00001-00004-00012-47436,1845957965-081118,1489067156-081118,1132176347-0081118,642881081-081118,279851479-00081118,1895068309-081118,223532426-0000081118
Component 00000000024478,00003-00006-00012-24478,00003-39403,1360312829-024478,2054310202-024478,600823928-0024478,1733188891-024478,410685673-00024478,312448381-024478,293360544-0000024478
Component 00000000065265,00004-00005-65265,00001-00006-00005-97726,1319179046-065265,202924384-065265,1234153369-0065265,867919114-065265,6741483-00065265,1426046445-065265,30235124-0000065265
Component 00000000071990,00002-00009-71990,00003-00001-00002-38963,2136511771-071990,1224322018-071990,312132265-0071990,1918723514-071990,37221338-00071990,1301076567-071990,535699384-0000071990
Component 00000000110101,00001-00005-00004-110101,00002-00010-117712,165447195-110101,1224539645-110101,136148448-0110101,2139307139-110101,1138812183-00110101,1609760914-110101,1409068382-0000110101
Component 00000000123029,00004-00004-00010-123029,00002-00011-109055,1780083014-123029,1473287944-123029,1166492874-0123029,1932907648-123029,1319399351-00123029,2086305183-123029,456632349-0000123029
Component 00000000115871,00001-00002-115871,00001-00005-00007-36251,722638231-115871,888130370-115871,1053622509-0115871,1232814208-115871,405353513-00115871,76326315-115871,442916834-0000115871
Component 00000000109651,00001-00003-00009-109651,00004-00003-00002-105094,477635023-109651,2031490169-109651,1437861668-0109651,677681959-109651,1498340817-00109651,2048238033-109651,1393262192-0000109651
Component 00000000006592,00002-00005-00001-6592,00001-00006-00006-60976,1921256364-006592,311298952-006592,848825187-0006592,1147733174-006592,607585646-00006592,1952711880-006592,392354638-0000006592
Component 00000000040027,00002-00001-40027,00002-00002-00003-8752,686252090-040027,1717413492-040027,601091247-0040027,1305456206-040027,444616490-00040027,789875505-040027,662916949-0000040027
Component 00000000050657,00002-00005-00009-50657,00004-00003-00004-59349,1034743318-050657,1236223193-050657,1437703068-0050657,1142840844-050657,135441469-00050657,2115842730-050657,1133474696-0000050657
Component 00000000049928,00003-00004-00008-49928,00002-00005-00010-38932,1334763582-049928,124041322-049928,1060802709-0049928,596792441-049928,207952800-00049928,1202153571-049928,577198481-0000049928
Component 00000000090870,00003-90870,00003-00001-00005-20168,418723432-090870,803444932-090870,1188166432-0090870,1897847006-090870,2121723153-00090870,1705486256-090870,1744207240-0000090870
Component 00000000059425,00002-00002-59425,1436259974,263852286-059425,592899299-059425,921946312-0059425,116505064-059425,618753646-00059425,1025723381-059425,1478768354-0000059425
Component 00000000049698,00003-00005-00012-49698,00005-00011-32485,2083113709-049698,1109532647-049698,135951585-0049698,2109072436-049698,534526805-00049698,448379320-049698,899478388-0000049698
Component 00000000029515,00003-00005-29515,00003-00002-00010-85108,214036782-029515,222430208-029515,230823634-0029515,621117943-029515,579150813-00029515,616921230-029515,1576101001-0000029515
Component 00000000037812,00002-00005-00008-37812,00004-00003-00009-70339,1892969828-037812,313999718-037812,882513255-0037812,474847138-037812,1927246747-00037812,1264332193-037812,2099075714-0000037812
Component 00000000021082,00002-00005-00009-21082,,933502136-021082,1252777562-021082,1572052988-0021082,1385974768-021082,1937081285-00021082,1226337055-021082,175956614-0000021082
Component 00000000035399,00004-35399,00009-2765,1863375838-035399,293221728-035399,870551265-0035399,872829148-035399,133665110-00035399,1657906203-035399,12505903-0000035399
Component 00000000008454,00004-00005-00004-8454,00004-00004-00010-13374,483728095-008454,2039623109-008454,1448034476-0008454,782708629-008454,1593168147-00008454,4761122-008454,1168536886-0000008454
Component 00000000035496,00001-00006-00006-35496,00001-00004-00002-5436,33509346-035496,2036092525-035496,1891192057-0035496,1595771236-035496,172789929-00035496,1668221470-035496,65996908-0000035496
Component 00000000074982,00002-00005-00011-74982,00002-00010-122717,1462481327-074982,405954793-074982,1496911906-0074982,1760551956-074982,600733685-00074982,141331576-074982,507419747-0000074982
Component 00000000077982,00002-00002-00008-77982,00004-83174,1753224796-077982,1692614167-077982,1632003538-0077982,2034834760-077982,190404258-00077982,991398251-077982,840760307-0000077982
Component 00000000122371,00001-00004-00002-122371,00004-00005-00011-90634,1570268544-122371,262268104-122371,1101751311-0122371,409272967-122371,506824226-00122371,1063273187-122371,311044521-0000122371
Component 00000000118095,00005-00003-118095,1436259974,749906314-118095,1973197365-118095,1049004769-0118095,1023721995-118095,1349717681-00118095,1485818293-118095,1134766603-0000118095
Component 00000000017386,00001-00005-00005-17386,00001-00005-00009-116086,1552092311-017386,1447198569-017386,1342304827-0017386,759713118-017386,1284181828-00017386,812159989-017386,418911111-0000017386
Component 00000000092533,00003-00012-92533,00005-00008-119985,89039874-092533,1955632799-092533,1674742077-0092533,1498225386-092533,755195349-00092533,1638670747-092533,98115579-0000092533
Component 00000000111306,00001-00006-111306,00004-00005-00007-27879,1065376909-111306,603174850-111306,140972791-0111306,1197155341-111306,1360681989-00111306,354514547-111306,206616877-0000111306
Component 00000000050931,00001-00006-00010-50931,00003-00003-00004-66993,1673382031-050931,1972811619-050931,124757560-0050931,1163331520-050931,1813667227-00050931,1013616726-050931,771724546-0000050931
Component 00000000072384,00004-00004-72384,00005-49985,1012700119-072384,785433761-072384,558167403-0072384,727699991-072384,1864031781-00072384,841333170-072384,1196999370-0000072384
Component 00000000104723,00003-00003-00008-104723,00003-00006-00001-90663,53864954-104723,259418160-104723,464971366-0104723,1433260857-104723,405494827-00104723,1330484254-104723,63583079-0000104723
Component 00000000058239,00004-00006-00012-58239,1436259974,504399743-058239,1180108706-058239,1855817669-0058239,2137771567-058239,906710399-00058239,726175262-058239,1829006857-0000058239
Component 00000000032614,00004-00001-00010-32614,00001-00003-00001-48296,638142327-032614,977563270-032614,1316984213-0032614,993930710-032614,1444309642-00032614,1897962062-032614,1537434704-0000032614
Component 00000000000078,00003-00001-78,00001-00002-2121,1628861551-000078,387573796-000078,1293769688-0000078,482205726-000078,246193560-00000078,29107780-000078,1396961504-0000000078
Component 00000000114377,00002-00004-00003-114377,00001-00012-113905,1026724999-114377,1606578203-114377,38947760-0114377,1232317982-114377,480535609-00114377,942391380-114377,119855466-0000114377
Component 00000000000013,00003-00006-13,00002-00002-247,1172725049-000013,1282362361-000013,1391999673-0000013,47683740-000013,1646980827-00000013,2140348731-000013,477978316-0000000013
Component 00000000040065,00004-00012-40065,00002-00001-00003-9857,1519127440-040065,2134178205-040065,601745323-0040065,210576661-040065,1430290130-00040065,976793102-040065,866077535-0000040065
Component 00000000120946,00001-00007-120946,00001-00002-00004-71101,757172198-120946,275894618-120946,1942100685-0120946,1037529685-120946,1296433938-00120946,1278168475-120946,362976326-0000120946
Component 00000000028246,00001-00001-00010-28246,00004-00003-49585,1891244445-028246,1981532026-028246,2071819607-0028246,901483006-028246,450045101-00028246,1930081039-028246,128793108-0000028246
Component 00000000069524,00004-69524,00002-93457,1190409865-069524,811735938-069524,433062011-0069524,1078335405-069524,824221393-00069524,193930545-069524,178169031-0000069524
Component 00000000088064,00004-00004-00002-88064,00003-00004-00010-118388,904488874-088064,515891314-088064,127293754-0088064,1384860037-088064,1180364190-00088064,1579158817-088064,13110411-0000088064
Component 00000000028656,00001-00005-00004-28656,00002-00004-00002-61037,2090045931-028656,1196853273-028656,303660615-0028656,1719874958-028656,1890870954-00028656,18987640-028656,651376693-0000028656
Component 00000000023532,00002-00005-00002-23532,00001-00005-00001-41081,949177987-023532,378593574-023532,1955492808-0023532,119379544-023532,824817962-00023532,1478413574-023532,1989257855-0000023532
Component 00000000030616,00001-00005-00001-30616,00001-00002-00006-115901,2049953367-030616,1141134080-030616,232314793-0030616,1995632711-030616,97278205-00030616,1376300531-030616,601049050-0000030616
Component 00000000081509,00004-00001-00012-81509,00003-00006-00006-58428,629789458-081509,431121371-081509,232453284-0081509,658063650-081509,1651404085-00081509,1831139517-081509,254730717-0000081509
