Component 00000000113248,00003-00002-00005-113248,00002-00002-00001-82252,1508863102-113248,396945365-113248,1432511275-0113248,194202209-113248,1458823600-00113248,1823902901-113248,1571994469-0000113248
Component 00000000044482,00002-00004-00009-44482,00005-00009-9980,395338739-044482,1134988010-044482,1874637281-0044482,834848207-044482,1431569146-00044482,1538765395-044482,1357427334-0000044482
Component 00000000044862,00002-00006-00012-44862,00004-00003-00012-20604,97037942-044862,1940161932-044862,1635802275-0044862,1441721930-044862,816036568-00044862,520159935-044862,725953155-0000044862
Component 00000000012766,00001-00005-12766,00003-00005-00004-110283,790079757-012766,1856474417-012766,775385430-0012766,970613239-012766,2081090880-00012766,437415909-012766,619562227-0000012766
Component 00000000056192,00002-00003-00006-56192,00002-00002-00004-90757,1405903618-056192,1994119060-056192,434850855-0056192,2017065144-056192,1223471581-00056192,1722957423-056192,1373137587-0000056192
Component 00000000113411,00001-00004-00012-113411,,1361675213-113411,180653191-113411,1147114816-0113411,2064165615-113411,1526824784-00113411,507192979-113411,1355276789-0000113411
Component 00000000055416,00001-00004-00010-55416,00001-00005-00012-69081,1498219310-055416,1003603823-055416,508988336-0055416,57946484-055416,383540272-00055416,1378996051-055416,2081977819-0000055416
Component 00000000022644,00004-00006-00011-22644,00003-00003-00006-16243,1502288024-022644,796533121-022644,90778218-0022644,559171757-022644,1940462625-00022644,1985791032-022644,49115451-0000022644
Component 00000000073446,00001-00002-00009-73446,1436259974,275886634-073446,670675215-073446,1065463796-0073446,1169521813-073446,1343062555-00073446,2045869346-073446,1809563599-0000073446
Component 00000000121463,00003-00006-00004-121463,00003-00006-00001-65183,1539043153-121463,1205136103-121463,871229053-0121463,376936757-121463,2046472007-00121463,543890282-121463,258020573-0000121463
Component 00000000092888,00003-00005-00003-92888,00003-00002-00001-6358,687671818-092888,1067288638-092888,1446905458-0092888,1919218412-092888,21134312-00092888,1729410002-092888,1191845001-0000092888
Component 00000000059837,00002-00001-00011-59837,00001-00005-00010-69326,1677035999-059837,893393492-059837,109750985-0059837,1251338232-059837,874583473-00059837,569417662-059837,1722907799-0000059837
Component 00000000053940,00005-00003-53940,00001-00006-00010-27726,1120565541-053940,1932553160-053940,597057132-0053940,773517593-053940,1008546792-00053940,1441265607-053940,743737872-0000053940
Component 00000000036789,00004-00004-00012-36789,00001-41665,553242001-036789,1232431980-036789,1911621959-0036789,207959454-036789,1106976853-00036789,942106288-036789,1547878818-0000036789
Component 00000000013856,00001-00003-00011-13856,00005-17225,1587512906-013856,1199397533-013856,811282160-0013856,1017528315-013856,810621533-00013856,137844178-013856,195114097-0000013856
Component 00000000071873,00003-00004-00009-71873,00002-00005-00005-35677,1613781113-071873,289668812-071873,1113040158-0071873,745102101-071873,923212665-00071873,333416428-071873,2078630734-0000071873
Component 00000000104021,00001-00001-00008-104021,00005-00005-70985,1334377391-104021,1737907675-104021,2141437959-0104021,1578243342-104021,1708075569-00104021,1376478200-104021,1192879175-0000104021
Component 00000000117757,00002-00003-00003-117757,00004-00004-00003-84984,763184593-117757,75977553-117757,1536254160-0117757,1793381505-117757,934449411-00117757,2136985025-117757,1224371912-0000117757
Component 00000000054003,00003-00005-00001-54003,00002-00006-29477,705235692-054003,191478820-054003,1825205595-0054003,1557831164-054003,1979131877-00054003,1814709600-054003,1377197260-0000054003
Component 00000000054326,00001-00006-00012-54326,00003-00005-38563,1229935971-054326,1869858096-054326,362296574-0054326,1127646152-054326,75519174-00054326,1881426913-054326,923111318-0000054326
Component 00000000117355,00004-117355,00002-00005-00003-73687,2021013933-117355,1479227287-117355,937440641-0117355,1514165366-117355,2075614949-00117355,1785058689-117355,968886525-0000117355
Component 00000000091660,00002-00010-91660,00001-00003-00009-95546,1505286332-091660,666121743-091660,1974440801-0091660,534251235-091660,435106886-00091660,2027575353-091660,1140593859-0000091660
Component 00000000096960,00003-00006-96960,00003-00002-00012-120353,1332404141-096960,1635653201-096960,1938902261-0096960,1007598022-096960,1638836369-00096960,855973492-096960,1643529138-0000096960
Component 00000000092181,00001-00005-00011-92181,00006-00007-110130,1429645119-092181,1047089098-092181,664533077-0092181,1129289100-092181,894585558-00092181,246825287-092181,397536481-0000092181
Component 00000000101496,00001-00003-00005-101496,00004-00001-00010-309,1267158775-101496,2110189260-101496,805736098-0101496,278206181-101496,358021050-00101496,930432762-101496,1922834312-0000101496
Component 00000000026469,00004-00002-00001-26469,00002-00005-00006-42607,1027924978-026469,282586945-026469,1684732559-0026469,312510553-026469,1891717071-00026469,1758921393-026469,392791131-0000026469
Component 00000000049167,00002-00006-00001-49167,00003-00001-79145,1420628334-049167,452642863-049167,1632141039-0049167,644231401-049167,1189191462-00049167,54482313-049167,690472021-0000049167
Component 00000000026755,00001-00001-26755,00001-00003-00001-7801,1120797979-026755,274633047-026755,1575951762-0026755,883988070-026755,819845436-00026755,1307070536-026755,2009021324-0000026755
Component 00000000097297,00002-00004-00005-97297,00004-00009-10630,189212052-097297,1690932015-097297,1045168331-0097297,1081928083-097297,15779209-00097297,1404809925-097297,92000837-0000097297
Component 00000000098120,00001-00009-98120,00003-00002-00012-34358,740925776-098120,964345795-098120,1187765814-0098120,1913120286-098120,796020191-00098120,727668453-098120,1789347964-0000098120
Component 00000000105901,00001-00005-00003-105901,00004-00005-00007-124,83639445-105901,2137228332-105901,2043333572-0105901,1972194526-105901,294184679-00105901,2019141906-105901,1909290979-0000105901
Component 00000000111789,00004-00006-00002-111789,00001-00002-41420,592414190-111789,1797584943-111789,855272049-0111789,2134879065-111789,403992594-00111789,458551865-111789,1906272126-0000111789
Component 00000000036822,00002-00002-00006-36822,00004-00010-42585,1526910837-036822,1321035367-036822,1115159897-0036822,131885130-036822,1161262480-00036822,234822865-036822,1013286713-0000036822
Component 00000000009661,00001-00001-00002-9661,00001-00005-00001-23336,489879080-009661,808481068-009661,1127083056-0009661,909689969-009661,1464163676-00009661,750388975-009661,535501525-0000009661
Component 00000000001546,00001-00006-00012-1546,00003-00001-43200,2029020024-001546,772441195-001546,1663346013-0001546,140747110-001546,2128673961-00001546,1842778348-001546,1041124505-0000001546
Component 00000000036849,00004-00001-00007-36849,00002-00006-00006-43322,1934478331-036849,1639477861-036849,1344477391-0036849,511857418-036849,1986859768-00036849,659357653-036849,35741522-0000036849
Component 00000000060679,00004-00003-00008-60679,00001-00004-92876,1080981514-060679,1253454588-060679,1425927662-0060679,855991015-060679,2141109292-00060679,769754478-060679,569482037-0000060679
Component 00000000113711,00001-00003-113711,00003-00001-00009-95208,1845401440-113711,71295510-113711,444673227-0113711,1700609715-113711,1981204777-00113711,440179033-113711,974688367-0000113711
Component 00000000088496,00001-00002-00005-88496,00003-00011-6940,1062615650-088496,1592721638-088496,2122827626-0088496,1002952304-088496,499906011-00088496,737899310-088496,1093146672-0000088496
Component 00000000112730,00002-00007-112730,00001-57876,1628274882-112730,1234494176-112730,840713470-0112730,1857263464-112730,1678683347-00112730,2054153817-112730,1401266664-0000112730
Component 00000000087257,00002-00002-00001-87257,00002-00001-00011-120352,1144025906-087257,781977217-087257,419928528-0087257,1838275489-087257,1501035287-00087257,945558010-087257,821309315-0000087257
Component 00000000098492,00002-00002-00004-98492,00001-00001-00007-39761,1961167130-098492,1438457454-098492,915747778-0098492,232067961-098492,698132694-00098492,493422799-098492,1916222658-0000098492
Component 00000000108496,00001-00003-00011-108496,00004-72765,1798029836-108496,483088909-108496,1315631629-0108496,1374162463-108496,1506416157-00108496,957891103-108496,1048402586-0000108496
Component 00000000094583,00003-00006-00008-94583,00003-00002-00007-53853,1272538063-094583,1725624024-094583,31226338-0094583,698628878-094583,580682720-00094583,1545827721-094583,1096939070-0000094583
Component 00000000078933,00003-00001-00010-78933,00003-00002-00003-109853,464162522-078933,1593862176-078933,576078183-0078933,1567504566-078933,213973590-00078933,1002654739-078933,882108052-0000078933
Component 00000000077816,00001-00004-00011-77816,00003-00005-00005-78538,177999259-077816,407854732-077816,637710205-0077816,1662313288-077816,513035923-00077816,473643728-077816,1227955228-0000077816
Component 00000000090586,00001-00006-00002-90586,00003-00001-00003-65458,1998182297-090586,779581737-090586,1708464824-0090586,878113606-090586,528665465-00090586,1487413886-090586,542821723-0000090586
Component 00000000091759,00004-00003-00005-91759,00002-00004-98310,1064485145-091759,1531404283-091759,1998323421-0091759,87743221-091759,2048114825-00091759,2001767299-091759,1338417362-0000091759
Component 00000000098712,00002-00005-00003-98712,00001-00007-45871,1172479355-098712,1974068315-098712,628173628-0098712,1394838269-098712,1681860763-00098712,994043789-098712,1345934679-0000098712
Component 00000000036814,00004-00001-00011-36814,00004-00010-50775,1362826584-036814,992557021-036814,622287458-0036814,1658363778-036814,1362227946-00036814,769756736-036814,1653666513-0000036814
Component 00000000111259,00004-00001-00005-111259,00002-00001-26560,1948098333-111259,1223668009-111259,499237685-0111259,1172965971-111259,500150297-00111259,1535181133-111259,84775841-0000111259
Component 00000000063639,00004-00002-00004-63639,00004-00002-00012-52194,478154670-063639,309035786-063639,139916902-0063639,865823384-063639,1711417804-00063639,950382826-063639,1262314821-0000063639
Component 00000000009741,00001-00004-00004-9741,00002-15680,1739402123-009741,1239112981-009741,738823839-0009741,1097698853-009741,1451660916-00009741,1347843424-009741,1487251694-0000009741
Component 00000000112687,00002-00001-00003-112687,00004-00001-00004-66564,972826325-112687,107790467-112687,1390238256-0112687,1968260152-112687,1998472148-00112687,253294434-112687,655714581-0000112687
Component 00000000046185,00006-00009-46185,00001-00005-57660,1133997933-046185,1327747143-046185,1521496353-0046185,1940900030-046185,972153980-00046185,1844025425-046185,125190310-0000046185
Component 00000000055336,00001-00001-00008-55336,00002-00003-66810,228533037-055336,69324490-055336,2057599590-0055336,23111272-055336,819154007-00055336,1176457369-055336,369820713-0000055336
Component 00000000033761,00001-33761,00001-00005-80410,467631946-033761,643475564-033761,819319182-0033761,406112831-033761,1674378388-00033761,318191022-033761,258403195-0000033761
Component 00000000081425,00001-00006-81425,00003-00005-00003-56033,1338636688-081425,1252820603-081425,1167004518-0081425,397782036-081425,826862461-00081425,1514431902-081425,1545840134-0000081425
Component 00000000003748,00003-00003-00004-3748,00004-00005-00008-104879,1809303691-003748,521492007-003748,1381163970-0003748,1627462780-003748,1624070259-00003748,123884975-003748,156104872-0000003748
Component 00000000051826,00001-00005-00008-51826,00002-00006-00011-92077,1299927391-051826,1745664145-051826,43917252-0051826,1443323490-051826,1362123367-00051826,1220455113-051826,1860106180-0000051826
Component 00000000019681,00001-00004-00012-19681,00001-00002-27146,650656770-019681,523865451-019681,397074132-0019681,2017470563-019681,503943511-00019681,1007124399-019681,1498799843-0000019681
Component 00000000122014,00004-00004-00009-122014,00004-00005-00011-80624,142878444-122014,1827006407-122014,1363650723-0122014,1292447887-122014,1461742660-00122014,1524125729-122014,589301615-0000122014
Component 00000000073378,00003-00004-00006-73378,00004-00012-77830,1947041122-073378,1494190916-073378,1041340710-0073378,1458642601-073378,1575409984-00073378,1685067704-073378,1327234711-0000073378
Component 00000000017006,00001-00003-00002-17006,00004-00004-00012-105494,2143950847-017006,472727019-017006,948986838-0017006,546490128-017006,312674680-00017006,1382102042-017006,117248526-0000017006
Component 00000000050090,00005-00001-50090,00001-00006-00004-43476,240550837-050090,2016964698-050090,1645894912-0050090,1571019039-050090,1278884322-00050090,1756553932-050090,144061254-0000050090
Component 00000000020810,00006-00010-20810,00004-00002-00002-88454,954316625-020810,1082735711-020810,1211154797-0020810,740191355-020810,98095925-00020810,675981812-020810,1678254802-0000020810
Component 00000000028866,00001-00005-00006-28866,00001-00002-00003-66901,1554533928-028866,986646744-028866,418759560-0028866,1929292915-028866,473761541-00028866,65752860-028866,468150786-0000028866
Component 00000000014799,00004-00001-00005-14799,00004-00005-43659,96144466-014799,1952596014-014799,1661563915-0014799,2087215017-014799,1394891865-00014799,1158989243-014799,1492156412-0000014799
Component 00000000070686,00001-00005-70686,00003-00006-00010-2428,1424441773-070686,1315637825-070686,1206833877-0070686,442417589-070686,986437329-00070686,496819563-070686,1803596821-0000070686
Component 00000000122656,00001-00002-00001-122656,00005-00006-45610,1587661114-122656,620224429-122656,1800271391-0122656,837880302-122656,1380096433-00122656,247856821-122656,1323769181-0000122656
Component 00000000020816,00001-00005-00003-20816,00002-00001-00012-88607,2096176744-020816,87763644-020816,226834191-0020816,1324905509-020816,629552774-00020816,181628412-020816,527276246-0000020816
