Component 00000000071551,00001-00004-00012-71551,00001-00002-00001-26651,1295239515-071551,70182386-071551,992608904-0071551,935769051-071551,618603755-00071551,474555792-071551,2029012347-0000071551
Component 00000000080446,00001-00002-00002-80446,00001-00003-28616,400306644-080446,1127822169-080446,1855337694-0080446,251329431-080446,908719100-00080446,961313492-080446,716707914-0000080446
Component 00000000042824,00004-00005-00002-42824,00003-00012-87073,1217201285-042824,406335593-042824,1742953548-0042824,544920869-042824,304282035-00042824,950353715-042824,1625992437-0000042824
Component 00000000103081,00001-00006-00004-103081,00003-00006-00005-44673,185231957-103081,1209789489-103081,86863374-0103081,484148378-103081,1803811659-00103081,2119353259-103081,2138169639-0000103081
Component 00000000021921,00001-00004-00003-21921,00002-00007-119555,1224691570-021921,1531431054-021921,1838170538-0021921,1069171015-021921,1682957242-00021921,915801273-021921,179734082-0000021921
Component 00000000023039,00004-00002-00003-23039,00001-00003-00009-27296,687377837-023039,1189439005-023039,1691500173-0023039,1415024368-023039,1052202175-00023039,1163993784-023039,1155293809-0000023039
Component 00000000109351,00001-00004-00008-109351,00003-00006-00002-96683,2037896656-109351,529119222-109351,1167825435-0109351,1876635105-109351,830587687-00109351,483540175-109351,524927237-0000109351
Component 00000000118896,00001-00001-00011-118896,00004-00003-00010-116854,192242624-118896,1898950097-118896,1458173923-0118896,289434655-118896,345831878-00118896,509822742-118896,1455434459-0000118896
Component 00000000048576,00001-00003-00008-48576,00001-00003-00006-1046,1444472090-048576,617960609-048576,1938932775-0048576,1087112731-048576,924702842-00048576,426626648-048576,974503658-0000048576
Component 00000000023053,00003-00002-00004-23053,00003-00005-27695,1076762059-023053,246407729-023053,1563537046-0023053,1606766347-023053,1463570703-00023053,2021943512-023053,1519128602-0000023053
Component 00000000095084,00004-00003-00002-95084,00003-00004-00010-67883,2036856201-095084,812170634-095084,1734968714-0095084,1695406494-095084,1376383388-00095084,1234007454-095084,1946143378-0000095084
Component 00000000016132,00002-00004-00012-16132,00003-00003-00003-80993,226472461-016132,1129855794-016132,2033239127-0016132,17149348-016132,1942683624-00016132,639199505-016132,1097297451-0000016132
Component 00000000104908,00003-00006-00011-104908,00003-00002-00004-95853,741895065-104908,381697580-104908,21500095-0104908,1525928042-104908,1179431820-00104908,632284961-104908,1898396396-0000104908
Component 00000000066861,00001-00004-00002-66861,00004-00012-18914,1006990291-066861,12147721-066861,1164788798-0066861,1765880-066861,681011436-00066861,499187165-066861,2088876332-0000066861
Component 00000000099892,00002-00002-99892,00003-00012-78935,1168451061-099892,422245312-099892,1823523210-0099892,410952410-099892,1994497508-00099892,1857797108-099892,1089518706-0000099892
Component 00000000009011,00001-00002-00002-9011,00004-00011-5159,140889206-009011,801303752-009011,1461718298-0009011,2106223629-009011,951634546-00009011,1776016356-009011,1148072037-0000009011
Component 00000000109652,00002-00004-00010-109652,00006-00007-105125,537262339-109652,1548285480-109652,411824974-0109652,1253502620-109652,493354209-00109652,1821732873-109652,235088294-0000109652
Component 00000000095932,00002-00004-00005-95932,00001-00005-00001-91586,465774890-095932,474086936-095932,482398982-0095932,868909121-095932,827348891-00095932,864753098-095932,284118482-0000095932
Component 00000000011570,00006-11570,00002-00004-00009-76787,1487302868-011570,1111845408-011570,736387948-0011570,457485234-011570,187288887-00011570,645213964-011570,1763692332-0000011570
Component 00000000005728,00003-00002-00008-5728,00002-00012-9060,1355510922-005728,774159828-005728,192808734-0005728,1077270274-005728,1836542097-00005728,1367945821-005728,1839385111-0000005728
Component 00000000123245,00003-00005-123245,00004-00003-00002-115104,591646912-123245,1574206707-123245,409282855-0123245,2074898559-123245,1457066878-00123245,509876838-123245,110642258-0000123245
Component 00000000093085,00006-00005-93085,00004-00005-00002-11884,991666592-093085,1284092051-093085,1576517510-0093085,1215657648-093085,1901014000-00093085,2143186742-093085,1147768070-0000093085
Component 00000000115896,00001-00004-00001-115896,00003-00004-00006-32883,238154593-115896,1130181085-115896,2022207577-0115896,551766515-115896,386601349-00115896,105753269-115896,1547691951-0000115896
Component 00000000048288,00003-00002-00006-48288,00001-00003-00001-116546,164615375-048288,1074934393-048288,1985253411-0048288,1365414808-048288,1108787012-00048288,910255299-048288,244281987-0000048288
Component 00000000074343,00003-00003-00009-74343,00003-00012-104818,1868466370-074343,1060949161-074343,253431952-0074343,284845556-074343,27464307-00074343,1762345984-074343,1569974218-0000074343
Component 00000000030751,00001-00006-30751,00003-00004-00009-119648,2090298327-030751,67992333-030751,193169986-0030751,645221733-030751,19333468-00030751,1656374730-030751,1964158560-0000030751
Component 00000000026091,00001-00002-26091,00004-00006-00007-112769,2015712801-026091,594713227-026091,1321197300-0026091,1816710166-026091,331773448-00026091,379726306-026091,1002979645-0000026091
Component 00000000051580,00004-00009-51580,00003-00001-00009-85198,361590823-051580,2015782666-051580,1522490862-0051580,59258446-051580,378233819-00051580,305904348-051580,1378323039-0000051580
Component 00000000027701,00001-00002-00011-27701,00010-34265,1200419401-027701,53807533-027701,1054679312-0027701,1424318625-027701,714927024-00027701,1997624559-027701,1152785694-0000027701
Component 00000000003031,00001-00002-3031,00002-00001-84800,432501226-003031,1395386385-003031,210787897-0003031,961533027-003031,442074526-00003031,1553832271-003031,171721062-0000003031
Component 00000000096500,00005-00001-96500,00004-00006-00009-107519,642520944-096500,291461267-096500,2087885237-0096500,1869737609-096500,1477552347-00096500,971525624-096500,1018819731-0000096500
Component 00000000012389,00004-00006-12389,00002-00002-00003-99752,740333254-012389,846515242-012389,952697230-0012389,1595192378-012389,1064282438-00012389,1542101384-012389,345387502-0000012389
Component 00000000044966,00001-00005-00012-44966,00001-00003-00008-23551,1554390987-044966,24628155-044966,642348970-0044966,375337633-044966,1581700852-00044966,1140219049-044966,618931369-0000044966
Component 00000000019177,00002-00004-00002-19177,,94529758-019177,381047501-019177,667565244-0019177,31996588-019177,746891520-00019177,962479540-019177,447193575-0000019177
Component 00000000054220,00005-00010-54220,00001-00005-00005-35586,22707604-054220,1946864787-054220,1723538323-0054220,2076275982-054220,1045424655-00054220,40455567-054220,255626980-0000054220
Component 00000000052810,00002-00004-52810,00001-00003-119616,1162453728-052810,1846102028-052810,382266681-0052810,2107141573-052810,836383720-00052810,1765317423-052810,863724272-0000052810
Component 00000000094865,00001-00004-94865,00003-00003-00006-61743,1360316643-094865,65118494-094865,917403992-0094865,1893974003-094865,1927513807-00094865,1467831254-094865,918283039-0000094865
Component 00000000113462,00002-00006-00011-113462,00004-00004-00008-88239,1228212690-113462,315783502-113462,1550837961-0113462,2072553659-113462,192248658-00113462,381284606-113462,2138962027-0000113462
Component 00000000075893,00003-00006-00012-75893,00001-00004-00012-24686,1079456194-075893,306439280-075893,1680906013-0075893,95357864-075893,1812958787-00075893,481866321-075893,65161927-0000075893
Component 00000000083784,00004-00001-00012-83784,00004-00003-00008-122104,1617875262-083784,1032186187-083784,446497112-0083784,55500712-083784,836462440-00083784,1422087073-083784,1522242973-0000083784
Component 00000000017846,00001-00003-00010-17846,00001-00004-00002-5436,431845691-017846,579803728-017846,727761765-0017846,91617721-017846,1499311183-00017846,1091380526-017846,814376462-0000017846
Component 00000000108450,00006-00004-108450,00002-00002-00007-71507,690051821-108450,772837900-108450,855623979-0108450,1483951182-108450,1070020787-00108450,368816319-108450,285552065-0000108450
Component 00000000109274,00004-00004-00009-109274,00003-00005-00010-94533,497553643-109274,1892118557-109274,1139199824-0109274,1561958915-109274,1031585286-00109274,864676458-109274,1460147602-0000109274
Component 00000000030488,00003-00003-00003-30488,00004-00003-00006-112339,1548730298-030488,33836735-030488,666426819-0030488,17094667-030488,1149111541-00030488,1848283272-030488,1535251002-0000030488
Component 00000000032286,00001-00002-00007-32286,00006-00011-39115,516909163-032286,524244236-032286,531579309-0032286,1946402027-032286,1909726662-00032286,868992667-032286,396870751-0000032286
Component 00000000009215,00003-00011-9215,00004-00003-00010-10839,1837536066-009215,1015025200-009215,192514334-0009215,600464711-009215,418051747-00009215,1011720144-009215,82741001-0000009215
Component 00000000000058,00003-00002-00006-58,00002-00006-00007-1567,1050944869-000058,1238728188-000058,1426511507-0000058,494759429-000058,1703326481-00000058,1474609593-000058,478196178-0000000058
Component 00000000045035,00004-00003-45035,00004-00004-00004-25484,504193963-045035,662343367-045035,820492771-0045035,1731989116-045035,941242096-00045035,1652914414-045035,276275045-0000045035
Component 00000000018242,00002-00003-18242,00001-00001-00011-16521,767506519-018242,2037478733-018242,1159967300-0018242,84133135-018242,176723006-00018242,1596630675-018242,955368766-0000018242
Component 00000000014219,00004-00002-00010-14219,00003-00007-27450,751908350-014219,950016063-014219,1148123776-0014219,696456019-014219,1853401101-00014219,1671143986-014219,182491916-0000014219
Component 00000000018162,00002-00004-00001-18162,00004-00006-00005-14279,1558699265-018162,643923678-018162,1876631738-0018162,1215498059-018162,1494408700-00018162,599144029-018162,368088765-0000018162
Component 00000000085372,00002-00001-85372,00004-00006-00010-43014,963135061-085372,174431584-085372,1533211754-0085372,291980249-085372,2088013987-00085372,1760073811-085372,531562104-0000085372
Component 00000000071192,00002-00002-00004-71192,00001-00005-00006-16581,455570173-071192,228423115-071192,1276057-0071192,176356095-071192,1312091385-00071192,289929624-071192,1772956436-0000071192
Component 00000000119171,00001-00003-119171,00004-00006-1014,1514787160-119171,1041028529-119171,567269898-0119171,1086071850-119171,1307381358-00119171,249209342-119171,963172054-0000119171
Component 00000000040687,00002-00003-00010-40687,00004-00006-00003-27264,550015421-040687,1979074969-040687,1260650870-0040687,1139926795-040687,437079996-00040687,425397021-040687,1942894980-0000040687
Component 00000000075382,00002-00006-00008-75382,00006-00006-10380,1930512938-075382,1402567469-075382,874622000-0075382,1021219632-075382,1513463330-00075382,211450543-075382,1331896300-0000075382
Component 00000000014577,00002-00003-00004-14577,00003-00001-00005-37458,872367506-014577,1940242053-014577,860632953-0014577,50933684-014577,1154011890-00014577,590738234-014577,1770872330-0000014577
Component 00000000018999,00004-00001-00006-18999,00005-00009-37735,1285477549-018999,2083186456-018999,733411716-0018999,245912069-018999,552334828-00018999,920799439-018999,1794415156-0000018999
Component 00000000097882,00002-00001-00005-97882,00001-00002-00002-22661,1935587841-097882,187906075-097882,587707956-0097882,924884423-097882,1073358665-00097882,1798725306-097882,594396707-0000097882
Component 00000000109769,00004-00002-00010-109769,00004-00005-00011-108379,822511983-109769,958532499-109769,1094553015-0109769,977056068-109769,296953488-00109769,909045810-109769,925402030-0000109769
Component 00000000004699,00004-00002-00006-4699,,1270691859-004699,2072339527-004699,726503548-0004699,1495898111-004699,1782627065-00004699,1095074277-004699,1516300857-0000004699
Component 00000000122118,00003-00003-00009-122118,00001-00003-00003-83541,893051943-122118,1447626356-122118,2002200769-0122118,946365386-122118,320976968-00122118,1742820003-122118,478812213-0000122118
Component 00000000055973,00003-00001-00008-55973,00001-00002-00003-84646,71544162-055973,1541048342-055973,863068875-0055973,475536541-055973,1717950229-00055973,1888268098-055973,280365908-0000055973
Component 00000000039158,00003-00002-39158,00005-00002-107980,993349146-039158,159061109-039158,1472256719-0039158,258826821-039158,135299712-00039158,1749712663-039158,649291398-0000039158
Component 00000000065485,00004-65485,00003-00004-00002-103898,1204054157-065485,758833117-065485,313612077-0065485,1085670187-065485,1164291740-00065485,1308280707-065485,1780883014-0000065485
Component 00000000008686,00001-00006-00002-8686,00004-00011-119585,1070876148-008686,688990041-008686,307103934-0008686,803010958-008686,564957846-00008686,2067695835-008686,1252481175-0000008686
Component 00000000037285,00003-00001-37285,00003-00011-55573,796850321-037285,1896428505-037285,848523042-0037285,439301070-037285,1383861091-00037285,2036995625-037285,82290730-0000037285
Component 00000000116943,00003-00001-00008-116943,00003-00001-00011-62203,1626329824-116943,1488353834-116943,1350377844-0116943,1376945250-116943,2066825200-00116943,1445933245-116943,958720906-0000116943
Component 00000000123479,00004-00006-00005-123479,00004-00007-121674,1472718159-123479,12710202-123479,700185892-0123479,455550772-123479,1313139616-00123479,111812927-123479,1682040351-0000123479
Component 00000000107888,00003-00004-00001-107888,00001-00006-00008-25241,405182334-107888,48620935-107888,1839543183-0107888,1365565482-107888,1000888830-00107888,470104358-107888,342484523-0000107888
